"","DATE","SUB_ICB_CODE","SUB_ICB_ONS_CODE","ICB","LA_CODE","PATIENT_TYPE","DENTAL_TREATMENT_BAND","COT","UDA","GROUP","POP","COTPer1000","UDAPer1000"
"9321",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Child","Free - Denture Repair",0,0,"Child",329806,0,0
"9322",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Child","Free - Prescription Issue",0,0,"Child",329806,0,0
"9323",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Child","Free - Removal of sutures",0,0,"Child",329806,0,0
"9324",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Child","Urgent/Occasional",625,750,"Child",329806,1.9,2.27
"9325",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Band 1",739,739,"Adult",1046698,0.71,0.71
"9326",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Band 2",1109,3327,"Adult",1046698,1.06,3.18
"9327",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Band 3",427,5124,"Adult",1046698,0.41,4.9
"9328",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",1046698,0,0
"9329",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",1046698,0,0
"9330",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Free - Denture Repair",0,0,"Adult",1046698,0,0
"9331",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Free - Prescription Issue",0,0,"Adult",1046698,0,0
"9332",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Free - Removal of sutures",0,0,"Adult",1046698,0,0
"9333",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Non-paying adult","Urgent/Occasional",2088,2505.6,"Adult",1046698,1.99,2.39
"9334",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Band 1",1688,1688,"Adult",1046698,1.61,1.61
"9335",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Band 2",1844,5532,"Adult",1046698,1.76,5.29
"9336",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Band 3",331,3972,"Adult",1046698,0.32,3.79
"9337",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",1046698,0,0
"9338",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Free - Bridge Repairs",0,0,"Adult",1046698,0,0
"9339",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Free - Denture Repair",125,125,"Adult",1046698,0.12,0.12
"9340",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Free - Prescription Issue",0,0,"Adult",1046698,0,0
"9341",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Free - Removal of sutures",0,0,"Adult",1046698,0,0
"9342",2020-12-31,"D2P2L","E38000250","BLACK COUNTRY","E08000031","Paying adult","Urgent/Occasional",2887,3464.4,"Adult",1046698,2.76,3.31
"9343",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Band 1",2713,2713,"Child",101133,26.83,26.83
"9344",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Band 2",714,2142,"Child",101133,7.06,21.18
"9345",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Band 3",16,192,"Child",101133,0.16,1.9
"9346",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Arrest of Bleeding",0,0,"Child",101133,0,0
"9347",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Bridge Repairs",0,0,"Child",101133,0,0
"9348",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Denture Repair",0,0,"Child",101133,0,0
"9349",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Prescription Issue",0,0,"Child",101133,0,0
"9350",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Removal of sutures",0,0,"Child",101133,0,0
"9351",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Urgent/Occasional",627,752.4,"Child",101133,6.2,7.44
"9352",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Band 1",558,558,"Adult",401857,1.39,1.39
"9353",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Band 2",576,1728,"Adult",401857,1.43,4.3
"9354",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Band 3",216,2592,"Adult",401857,0.54,6.45
"9355",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",401857,0,0
"9356",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",401857,0,0
"9357",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Denture Repair",0,0,"Adult",401857,0,0
"9358",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Prescription Issue",0,0,"Adult",401857,0,0
"9359",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Removal of sutures",0,0,"Adult",401857,0,0
"9360",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Urgent/Occasional",1244,1492.8,"Adult",401857,3.1,3.71
"9361",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Band 1",2225,2225,"Adult",401857,5.54,5.54
"9362",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Band 2",1870,5610,"Adult",401857,4.65,13.96
"9363",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Band 3",245,2940,"Adult",401857,0.61,7.32
"9364",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",401857,0,0
"9365",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Bridge Repairs",0,0,"Adult",401857,0,0
"9366",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Denture Repair",80,80,"Adult",401857,0.2,0.2
"9367",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Prescription Issue",0,0,"Adult",401857,0,0
"9368",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Removal of sutures",5,5,"Adult",401857,0.01,0.01
"9369",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Urgent/Occasional",2758,3309.6,"Adult",401857,6.86,8.24
"9370",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Band 1",4115,4115,"Child",101133,40.69,40.69
"9371",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Band 2",1048,3144,"Child",101133,10.36,31.09
"9372",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Band 3",20,240,"Child",101133,0.2,2.37
"9373",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Free - Arrest of Bleeding",0,0,"Child",101133,0,0
"9374",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Free - Bridge Repairs",0,0,"Child",101133,0,0
"9375",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Free - Denture Repair",0,0,"Child",101133,0,0
"9376",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Free - Prescription Issue",0,0,"Child",101133,0,0
"9377",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Free - Removal of sutures",0,0,"Child",101133,0,0
"9378",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Child","Urgent/Occasional",715,858,"Child",101133,7.07,8.48
"9379",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Band 1",572,572,"Adult",401857,1.42,1.42
"9380",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Band 2",631,1893,"Adult",401857,1.57,4.71
"9381",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Band 3",186,2232,"Adult",401857,0.46,5.55
"9382",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",401857,0,0
"9383",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",401857,0,0
"9384",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Free - Denture Repair",0,0,"Adult",401857,0,0
"9385",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Free - Prescription Issue",0,0,"Adult",401857,0,0
"9386",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Free - Removal of sutures",0,0,"Adult",401857,0,0
"9387",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Non-paying adult","Urgent/Occasional",1137,1364.4,"Adult",401857,2.83,3.4
"9388",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Band 1",4390,4390,"Adult",401857,10.92,10.92
"9389",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Band 2",2927,8781,"Adult",401857,7.28,21.85
"9390",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Band 3",412,4944,"Adult",401857,1.03,12.3
"9391",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",401857,0,0
"9392",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Free - Bridge Repairs",1,1.2,"Adult",401857,0,0
"9393",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Free - Denture Repair",165,165,"Adult",401857,0.41,0.41
"9394",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Free - Prescription Issue",0,0,"Adult",401857,0,0
"9395",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Free - Removal of sutures",0,0,"Adult",401857,0,0
"9396",2020-12-31,"M2L0M","E38000257","SHROPSHIRE, TELFORD AND WREKIN","E06000051","Paying adult","Urgent/Occasional",4687,5624.4,"Adult",401857,11.66,14
"9397",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Band 1",1467,1467,"Child",NA,NA,NA
"9398",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Band 2",385,1155,"Child",NA,NA,NA
"9399",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Band 3",14,168,"Child",NA,NA,NA
"9400",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"9401",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"9402",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"9403",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"9404",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"9405",2021-03-31,"03W","E38000051",NA,"E06000017","Child","Urgent/Occasional",69,82.8,"Child",NA,NA,NA
"9406",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Band 1",190,190,"Adult",NA,NA,NA
"9407",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Band 2",164,492,"Adult",NA,NA,NA
"9408",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Band 3",74,888,"Adult",NA,NA,NA
"9409",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"9410",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"9411",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"9412",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9413",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"9414",2021-03-31,"03W","E38000051",NA,"E06000017","Non-paying adult","Urgent/Occasional",210,252,"Adult",NA,NA,NA
"9415",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Band 1",1261,1261,"Adult",NA,NA,NA
"9416",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Band 2",581,1743,"Adult",NA,NA,NA
"9417",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Band 3",50,600,"Adult",NA,NA,NA
"9418",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"9419",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"9420",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Free - Denture Repair",8,8,"Adult",NA,NA,NA
"9421",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9422",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Free - Removal of sutures",1,1,"Adult",NA,NA,NA
"9423",2021-03-31,"03W","E38000051",NA,"E06000017","Paying adult","Urgent/Occasional",382,458.4,"Adult",NA,NA,NA
"9424",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Band 1",8159,8159,"Child",NA,NA,NA
"9425",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Band 2",2167,6501,"Child",NA,NA,NA
"9426",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Band 3",60,720,"Child",NA,NA,NA
"9427",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"9428",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"9429",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"9430",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"9431",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"9432",2021-03-31,"03W","E38000051",NA,"E10000018","Child","Urgent/Occasional",505,606,"Child",NA,NA,NA
"9433",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Band 1",1235,1235,"Adult",NA,NA,NA
"9434",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Band 2",906,2718,"Adult",NA,NA,NA
"9435",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Band 3",303,3636,"Adult",NA,NA,NA
"9436",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"9437",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"9438",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"9439",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9440",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"9441",2021-03-31,"03W","E38000051",NA,"E10000018","Non-paying adult","Urgent/Occasional",787,944.4,"Adult",NA,NA,NA
"9442",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Band 1",9597,9597,"Adult",NA,NA,NA
"9443",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Band 2",4049,12147,"Adult",NA,NA,NA
"9444",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Band 3",450,5400,"Adult",NA,NA,NA
"9445",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"9446",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"9447",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Free - Denture Repair",88,88,"Adult",NA,NA,NA
"9448",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9449",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Free - Removal of sutures",1,1,"Adult",NA,NA,NA
"9450",2021-03-31,"03W","E38000051",NA,"E10000018","Paying adult","Urgent/Occasional",2704,3244.8,"Adult",NA,NA,NA
"9451",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Band 1",9817,9817,"Child",NA,NA,NA
"9452",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Band 2",4711,14133,"Child",NA,NA,NA
"9453",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Band 3",96,1152,"Child",NA,NA,NA
"9454",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"9455",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"9456",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"9457",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"9458",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"9459",2021-03-31,"04C","E38000097",NA,"E06000016","Child","Urgent/Occasional",993,1191.6,"Child",NA,NA,NA
"9460",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Band 1",2319,2319,"Adult",NA,NA,NA
"9461",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Band 2",3183,9549,"Adult",NA,NA,NA
"9462",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Band 3",1027,12324,"Adult",NA,NA,NA
"9463",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"9464",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"9465",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"9466",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9467",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"9468",2021-03-31,"04C","E38000097",NA,"E06000016","Non-paying adult","Urgent/Occasional",3006,3607.2,"Adult",NA,NA,NA
"9469",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Band 1",5610,5610,"Adult",NA,NA,NA
"9470",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Band 2",4933,14799,"Adult",NA,NA,NA
"9471",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Band 3",505,6060,"Adult",NA,NA,NA
"9472",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Free - Arrest of Bleeding",1,1.2,"Adult",NA,NA,NA
"9473",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"9474",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Free - Denture Repair",99,99,"Adult",NA,NA,NA
"9475",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9476",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Free - Removal of sutures",5,5,"Adult",NA,NA,NA
"9477",2021-03-31,"04C","E38000097",NA,"E06000016","Paying adult","Urgent/Occasional",3033,3639.6,"Adult",NA,NA,NA
"9478",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Band 1",9238,9238,"Child",NA,NA,NA
"9479",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Band 2",2419,7257,"Child",NA,NA,NA
"9480",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Band 3",66,792,"Child",NA,NA,NA
"9481",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"9482",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"9483",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Free - Denture Repair",2,2,"Child",NA,NA,NA
"9484",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"9485",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"9486",2021-03-31,"04V","E38000201",NA,"E10000018","Child","Urgent/Occasional",621,745.2,"Child",NA,NA,NA
"9487",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Band 1",1511,1511,"Adult",NA,NA,NA
"9488",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Band 2",1415,4245,"Adult",NA,NA,NA
"9489",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Band 3",497,5964,"Adult",NA,NA,NA
"9490",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"9491",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"9492",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"9493",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9494",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"9495",2021-03-31,"04V","E38000201",NA,"E10000018","Non-paying adult","Urgent/Occasional",1181,1417.2,"Adult",NA,NA,NA
"9496",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Band 1",10907,10907,"Adult",NA,NA,NA
"9497",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Band 2",6945,20835,"Adult",NA,NA,NA
"9498",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Band 3",897,10764,"Adult",NA,NA,NA
"9499",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"9500",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Free - Bridge Repairs",1,1.2,"Adult",NA,NA,NA
"9501",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Free - Denture Repair",129,129,"Adult",NA,NA,NA
"9502",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"9503",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Free - Removal of sutures",1,1,"Adult",NA,NA,NA
"9504",2021-03-31,"04V","E38000201",NA,"E10000018","Paying adult","Urgent/Occasional",3622,4346.4,"Adult",NA,NA,NA
"9505",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Band 1",2926,2926,"Child",228096,12.83,12.83
"9506",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Band 2",1112,3336,"Child",228096,4.88,14.63
"9507",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Band 3",38,456,"Child",228096,0.17,2
"9508",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Arrest of Bleeding",0,0,"Child",228096,0,0
"9509",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Bridge Repairs",0,0,"Child",228096,0,0
"9510",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Denture Repair",0,0,"Child",228096,0,0
"9511",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Prescription Issue",0,0,"Child",228096,0,0
"9512",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Removal of sutures",0,0,"Child",228096,0,0
"9513",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Urgent/Occasional",309,370.8,"Child",228096,1.35,1.63
"9514",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Band 1",575,575,"Adult",907839,0.63,0.63
"9515",2021-03-31,"04Y","E38000028","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Band 2",496,1488,"Adult",907839,0.55,1.64
