"","Year","Geography","Parent_Code_1","Sub_ICB_Code","Group","Contract_Type","Age_Group","Gender","Dentist_Type","Dentist_Count","Financial_yr","Region","ICB"
"18353","2020-21","3. SUB Integrated Care Boards","Y63","03L","Workforce","PDS","55+","F","Providing Performer",1,"2021",NA,NA
"18354","2020-21","3. SUB Integrated Care Boards","Y63","03L","Workforce","PDS","55+","M","Associate",1,"2021",NA,NA
"18355","2020-21","3. SUB Integrated Care Boards","Y63","03L","Workforce","PDS","Under 35","F","Associate",5,"2021",NA,NA
"18356","2020-21","3. SUB Integrated Care Boards","Y63","03L","Workforce","PDS","Under 35","M","Associate",2,"2021",NA,NA
"18357","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","35-44","F","Associate",29,"2021",NA,NA
"18358","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","35-44","F","Providing Performer",7,"2021",NA,NA
"18359","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","35-44","M","Associate",31,"2021",NA,NA
"18360","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","35-44","M","Providing Performer",6,"2021",NA,NA
"18361","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","45-54","F","Associate",25,"2021",NA,NA
"18362","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","45-54","F","Providing Performer",4,"2021",NA,NA
"18363","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","45-54","M","Associate",17,"2021",NA,NA
"18364","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","45-54","M","Providing Performer",5,"2021",NA,NA
"18365","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","55+","F","Associate",8,"2021",NA,NA
"18366","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","55+","M","Associate",12,"2021",NA,NA
"18367","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","55+","M","Providing Performer",5,"2021",NA,NA
"18368","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","Under 35","F","Associate",65,"2021",NA,NA
"18369","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","Under 35","M","Associate",54,"2021",NA,NA
"18370","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","GDS","Under 35","M","Providing Performer",6,"2021",NA,NA
"18371","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","Mixed","35-44","F","Associate",1,"2021",NA,NA
"18372","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","Mixed","35-44","M","Associate",4,"2021",NA,NA
"18373","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","Mixed","35-44","M","Providing Performer",1,"2021",NA,NA
"18374","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","Mixed","45-54","M","Associate",1,"2021",NA,NA
"18375","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","Mixed","55+","F","Associate",1,"2021",NA,NA
"18376","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","Mixed","Under 35","F","Associate",12,"2021",NA,NA
"18377","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","Mixed","Under 35","M","Associate",3,"2021",NA,NA
"18378","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","35-44","F","Associate",7,"2021",NA,NA
"18379","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","35-44","M","Associate",6,"2021",NA,NA
"18380","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","35-44","M","Providing Performer",1,"2021",NA,NA
"18381","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","45-54","F","Associate",4,"2021",NA,NA
"18382","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","45-54","M","Associate",3,"2021",NA,NA
"18383","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","45-54","M","Providing Performer",2,"2021",NA,NA
"18384","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","55+","F","Associate",3,"2021",NA,NA
"18385","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","55+","F","Providing Performer",2,"2021",NA,NA
"18386","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","55+","M","Associate",4,"2021",NA,NA
"18387","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","55+","M","Providing Performer",1,"2021",NA,NA
"18388","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","Under 35","F","Associate",19,"2021",NA,NA
"18389","2020-21","3. SUB Integrated Care Boards","Y63","03N","Workforce","PDS","Under 35","M","Associate",7,"2021",NA,NA
"18390","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","35-44","F","Associate",29,"2021",NA,NA
"18391","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","35-44","F","Providing Performer",4,"2021",NA,NA
"18392","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","35-44","M","Associate",13,"2021",NA,NA
"18393","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","35-44","M","Providing Performer",15,"2021",NA,NA
"18394","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","45-54","F","Associate",17,"2021",NA,NA
"18395","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","45-54","F","Providing Performer",1,"2021",NA,NA
"18396","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","45-54","M","Associate",13,"2021",NA,NA
"18397","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","45-54","M","Providing Performer",6,"2021",NA,NA
"18398","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","55+","F","Associate",6,"2021",NA,NA
"18399","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","55+","M","Associate",7,"2021",NA,NA
"18400","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","55+","M","Providing Performer",3,"2021",NA,NA
"18401","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","Under 35","F","Associate",45,"2021",NA,NA
"18402","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","GDS","Under 35","M","Associate",29,"2021",NA,NA
"18403","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","PDS","35-44","M","Associate",2,"2021",NA,NA
"18404","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","PDS","45-54","M","Providing Performer",3,"2021",NA,NA
"18405","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","PDS","55+","M","Associate",1,"2021",NA,NA
"18406","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","TDS","35-44","F","Providing Performer",1,"2021",NA,NA
"18407","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","TDS","35-44","M","Associate",1,"2021",NA,NA
"18408","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","TDS","45-54","F","Associate",4,"2021",NA,NA
"18409","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","TDS","55+","F","Associate",2,"2021",NA,NA
"18410","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","TDS","55+","M","Associate",1,"2021",NA,NA
"18411","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","TDS","Under 35","F","Associate",4,"2021",NA,NA
"18412","2020-21","3. SUB Integrated Care Boards","Y63","03Q","Workforce","TDS","Under 35","M","Associate",2,"2021",NA,NA
"18413","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","35-44","F","Associate",17,"2021",NA,NA
"18414","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","35-44","F","Providing Performer",3,"2021",NA,NA
"18415","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","35-44","M","Associate",18,"2021",NA,NA
"18416","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","35-44","M","Providing Performer",4,"2021",NA,NA
"18417","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","45-54","F","Associate",12,"2021",NA,NA
"18418","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","45-54","F","Providing Performer",2,"2021",NA,NA
"18419","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","45-54","M","Associate",7,"2021",NA,NA
"18420","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","45-54","M","Providing Performer",3,"2021",NA,NA
"18421","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","55+","F","Associate",4,"2021",NA,NA
"18422","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","55+","M","Associate",7,"2021",NA,NA
"18423","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","55+","M","Providing Performer",7,"2021",NA,NA
"18424","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","Under 35","F","Associate",44,"2021",NA,NA
"18425","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","Under 35","F","Providing Performer",1,"2021",NA,NA
"18426","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","Under 35","M","Associate",36,"2021",NA,NA
"18427","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","GDS","Under 35","M","Providing Performer",1,"2021",NA,NA
"18428","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","Mixed","45-54","M","Providing Performer",1,"2021",NA,NA
"18429","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","PDS","45-54","F","Associate",1,"2021",NA,NA
"18430","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","PDS","45-54","F","Providing Performer",1,"2021",NA,NA
"18431","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","PDS","45-54","M","Providing Performer",1,"2021",NA,NA
"18432","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","PDS","55+","M","Associate",1,"2021",NA,NA
"18433","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","TDS","35-44","F","Providing Performer",1,"2021",NA,NA
"18434","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","TDS","35-44","M","Associate",1,"2021",NA,NA
"18435","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","TDS","45-54","F","Associate",2,"2021",NA,NA
"18436","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","TDS","55+","F","Associate",1,"2021",NA,NA
"18437","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","TDS","55+","M","Unknown",1,"2021",NA,NA
"18438","2020-21","3. SUB Integrated Care Boards","Y63","03R","Workforce","TDS","Under 35","F","Associate",4,"2021",NA,NA
"18439","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","35-44","F","Associate",26,"2021",NA,NA
"18440","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","35-44","F","Providing Performer",7,"2021",NA,NA
"18441","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","35-44","M","Associate",25,"2021",NA,NA
"18442","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","35-44","M","Providing Performer",13,"2021",NA,NA
"18443","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","45-54","F","Associate",13,"2021",NA,NA
"18444","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","45-54","F","Providing Performer",7,"2021",NA,NA
"18445","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","45-54","M","Associate",8,"2021",NA,NA
"18446","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","45-54","M","Providing Performer",10,"2021",NA,NA
"18447","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","55+","F","Associate",8,"2021",NA,NA
"18448","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","55+","F","Providing Performer",1,"2021",NA,NA
"18449","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","55+","M","Associate",10,"2021",NA,NA
"18450","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","55+","M","Providing Performer",12,"2021",NA,NA
"18451","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","Under 35","F","Associate",60,"2021",NA,NA
"18452","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","Under 35","F","Providing Performer",1,"2021",NA,NA
"18453","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","Under 35","M","Associate",59,"2021",NA,NA
"18454","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","GDS","Under 35","M","Providing Performer",2,"2021",NA,NA
"18455","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","Mixed","35-44","M","Associate",1,"2021",NA,NA
"18456","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","Mixed","45-54","F","Associate",1,"2021",NA,NA
"18457","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","Mixed","Under 35","F","Associate",4,"2021",NA,NA
"18458","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","35-44","F","Associate",2,"2021",NA,NA
"18459","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","35-44","F","Providing Performer",2,"2021",NA,NA
"18460","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","35-44","M","Providing Performer",1,"2021",NA,NA
"18461","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","45-54","F","Associate",1,"2021",NA,NA
"18462","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","45-54","M","Associate",4,"2021",NA,NA
"18463","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","55+","F","Associate",2,"2021",NA,NA
"18464","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","55+","F","Providing Performer",1,"2021",NA,NA
"18465","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","55+","M","Providing Performer",1,"2021",NA,NA
"18466","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","Under 35","F","Associate",7,"2021",NA,NA
"18467","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","PDS","Under 35","M","Associate",1,"2021",NA,NA
"18468","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","TDS","35-44","F","Associate",5,"2021",NA,NA
"18469","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","TDS","35-44","M","Associate",1,"2021",NA,NA
"18470","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","TDS","45-54","M","Associate",1,"2021",NA,NA
"18471","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","TDS","Under 35","F","Associate",2,"2021",NA,NA
"18472","2020-21","3. SUB Integrated Care Boards","Y63","13T","Workforce","TDS","Under 35","M","Associate",1,"2021",NA,NA
"18473","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","35-44","F","Associate",45,"2021",NA,NA
"18474","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","35-44","F","Providing Performer",7,"2021",NA,NA
"18475","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","35-44","M","Associate",27,"2021",NA,NA
"18476","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","35-44","M","Providing Performer",18,"2021",NA,NA
"18477","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","35-44","M","Unknown",1,"2021",NA,NA
"18478","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","45-54","F","Associate",21,"2021",NA,NA
"18479","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","45-54","F","Providing Performer",3,"2021",NA,NA
"18480","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","45-54","M","Associate",23,"2021",NA,NA
"18481","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","45-54","M","Providing Performer",14,"2021",NA,NA
"18482","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","55+","F","Associate",10,"2021",NA,NA
"18483","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","55+","F","Providing Performer",1,"2021",NA,NA
"18484","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","55+","M","Associate",10,"2021",NA,NA
"18485","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","55+","M","Providing Performer",9,"2021",NA,NA
"18486","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","55+","M","Unknown",1,"2021",NA,NA
"18487","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","Under 35","F","Associate",99,"2021",NA,NA
"18488","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","Under 35","F","Providing Performer",2,"2021",NA,NA
"18489","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","Under 35","M","Associate",55,"2021",NA,NA
"18490","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","GDS","Under 35","M","Providing Performer",7,"2021",NA,NA
"18491","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","Mixed","35-44","F","Providing Performer",1,"2021",NA,NA
"18492","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","Mixed","Under 35","F","Associate",3,"2021",NA,NA
"18493","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","35-44","F","Associate",2,"2021",NA,NA
"18494","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","35-44","M","Associate",4,"2021",NA,NA
"18495","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","45-54","F","Associate",1,"2021",NA,NA
"18496","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","45-54","M","Associate",4,"2021",NA,NA
"18497","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","55+","F","Associate",3,"2021",NA,NA
"18498","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","55+","M","Associate",2,"2021",NA,NA
"18499","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","55+","M","Providing Performer",1,"2021",NA,NA
"18500","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","Under 35","F","Associate",3,"2021",NA,NA
"18501","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","PDS","Under 35","M","Associate",1,"2021",NA,NA
"18502","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","TDS","35-44","F","Associate",3,"2021",NA,NA
"18503","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","TDS","35-44","M","Associate",1,"2021",NA,NA
"18504","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","TDS","45-54","F","Associate",6,"2021",NA,NA
"18505","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","TDS","45-54","F","Providing Performer",1,"2021",NA,NA
"18506","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","TDS","45-54","M","Associate",2,"2021",NA,NA
"18507","2020-21","3. SUB Integrated Care Boards","Y63","15F","Workforce","TDS","Under 35","F","Associate",6,"2021",NA,NA
"18508","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","35-44","F","Associate",33,"2021",NA,NA
"18509","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","35-44","F","Providing Performer",9,"2021",NA,NA
"18510","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","35-44","M","Associate",21,"2021",NA,NA
"18511","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","35-44","M","Providing Performer",12,"2021",NA,NA
"18512","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","45-54","F","Associate",18,"2021",NA,NA
"18513","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","45-54","F","Providing Performer",4,"2021",NA,NA
"18514","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","45-54","M","Associate",19,"2021",NA,NA
"18515","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","45-54","M","Providing Performer",13,"2021",NA,NA
"18516","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","55+","F","Associate",8,"2021",NA,NA
"18517","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","55+","F","Providing Performer",4,"2021",NA,NA
"18518","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","55+","M","Associate",11,"2021",NA,NA
"18519","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","55+","M","Providing Performer",8,"2021",NA,NA
"18520","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","Under 35","F","Associate",61,"2021",NA,NA
"18521","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","Under 35","F","Providing Performer",2,"2021",NA,NA
"18522","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","Under 35","M","Associate",40,"2021",NA,NA
"18523","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","GDS","Under 35","M","Providing Performer",1,"2021",NA,NA
"18524","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","35-44","F","Associate",5,"2021",NA,NA
"18525","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","35-44","M","Associate",6,"2021",NA,NA
"18526","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","45-54","F","Associate",2,"2021",NA,NA
"18527","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","45-54","M","Providing Performer",2,"2021",NA,NA
"18528","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","55+","F","Associate",2,"2021",NA,NA
"18529","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","55+","F","Providing Performer",1,"2021",NA,NA
"18530","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","55+","M","Associate",1,"2021",NA,NA
"18531","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","55+","M","Providing Performer",1,"2021",NA,NA
"18532","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","Under 35","F","Associate",5,"2021",NA,NA
"18533","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","Mixed","Under 35","M","Associate",1,"2021",NA,NA
"18534","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","35-44","F","Associate",4,"2021",NA,NA
"18535","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","35-44","M","Associate",4,"2021",NA,NA
"18536","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","35-44","M","Providing Performer",4,"2021",NA,NA
"18537","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","45-54","F","Associate",2,"2021",NA,NA
"18538","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","45-54","M","Associate",4,"2021",NA,NA
"18539","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","45-54","M","Providing Performer",3,"2021",NA,NA
"18540","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","55+","F","Associate",2,"2021",NA,NA
"18541","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","55+","M","Associate",2,"2021",NA,NA
"18542","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","55+","M","Providing Performer",2,"2021",NA,NA
"18543","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","Under 35","F","Associate",6,"2021",NA,NA
"18544","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","Under 35","M","Associate",1,"2021",NA,NA
"18545","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","PDS","Under 35","M","Providing Performer",1,"2021",NA,NA
"18546","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","TDS","35-44","F","Associate",2,"2021",NA,NA
"18547","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","TDS","45-54","F","Associate",2,"2021",NA,NA
"18548","2020-21","3. SUB Integrated Care Boards","Y63","16C","Workforce","TDS","Under 35","F","Associate",1,"2021",NA,NA
"18549","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","35-44","F","Associate",26,"2021",NA,NA
"18550","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","35-44","M","Associate",28,"2021",NA,NA
"18551","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","35-44","M","Providing Performer",10,"2021",NA,NA
"18552","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","45-54","F","Associate",16,"2021",NA,NA
"18553","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","45-54","F","Providing Performer",1,"2021",NA,NA
"18554","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","45-54","M","Associate",13,"2021",NA,NA
"18555","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","45-54","M","Providing Performer",12,"2021",NA,NA
"18556","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","55+","F","Associate",3,"2021",NA,NA
"18557","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","55+","M","Associate",7,"2021",NA,NA
"18558","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","55+","M","Providing Performer",9,"2021",NA,NA
"18559","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","Under 35","F","Associate",40,"2021",NA,NA
"18560","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","GDS","Under 35","M","Associate",46,"2021",NA,NA
"18561","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","35-44","F","Associate",4,"2021",NA,NA
"18562","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","35-44","M","Associate",2,"2021",NA,NA
"18563","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","35-44","M","Providing Performer",1,"2021",NA,NA
"18564","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","45-54","F","Associate",2,"2021",NA,NA
"18565","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","45-54","F","Providing Performer",1,"2021",NA,NA
"18566","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","45-54","M","Associate",1,"2021",NA,NA
"18567","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","45-54","M","Providing Performer",1,"2021",NA,NA
"18568","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","55+","F","Associate",1,"2021",NA,NA
"18569","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","55+","F","Providing Performer",1,"2021",NA,NA
"18570","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","55+","M","Associate",1,"2021",NA,NA
"18571","2020-21","3. SUB Integrated Care Boards","Y63","36J","Workforce","Mixed","55+","M","Providing Performer",2,"2021",NA,NA
